,institution_name,univ_address,city,state,zipcode,chief_name,chief_title,website_url,admin_url,financial_url,app_url,county,longitude,latitude,
,Career Quest,5430 Fredericksburg Rd Ste 310,San Antonio,TX,78229,Jeanne Martin,President/CEO,http://careerquestusa.com,,,,Bexar County,-98.564025,29.507233,
,Central Florida Institute,30522 US Hwy 19 N Ste 300,Palm Harbor,FL,34684-0000,Rose Lynn Greene,School Director,http://www.cfinstitute.com,http://www.cfinstitute.com,http://www.cfinstitute.com,,Pinellas County,-82.738734,28.050347,
,Community Care College,4242 South Sheridan,Tulsa,OK,74145,Teresa Knox,CEO,http://www.communitycarecollege.edu,,,,Tulsa County,-95.904481,36.101536,
,B Street Design School of International Hair Styling-Topeka,3602 SW Topeka Blvd,Topeka,KS,66611,Nancy Sweatt,Director,http://bstreetdesign.com,http://bstreetdesign.com,http://bstreetdesign.com,http://bstreetdesign.com,Shawnee County,-95.687503,39.002926,
,Coryell Cosmetology College,608 Leon St,Gatesville,TX,76528,Patsy Fountain,CEO,,,,,Coryell County,-97.74962,31.433986,
,Crossroads Bible College,601 N Shortridge Rd,Indianapolis,IN,46219-4912,A. Charles Ware,President,http://www.crossroads.edu,,,,Marion County,-86.040566,39.779321,
,Erie 1 BOCES,355 Harlem Rd,West Seneca,NY,14224,Patricia Riegle,Supervisor,http://e1b.org,,,,Erie County,-78.787875,42.85167,
,Fayette Beauty Academy,386 N Glynn St,Fayetteville,GA,30214,Barbara Heaton,Owner,http://www.fayettebeautyacademy.com,,,,Fayette County,-84.455103,33.453916,
,Harlem School of Technology Inc,215 W 125th St,New York,NY,10027-4426,Ben Walker,Owner/Director,,,,,New York County,-73.949197,40.809342,
,HDS Truck Driving Institute,6251 S. Wilmot Road,Tucson,AZ,85706,Robert Knapp,School Administrator,http://www.hdsdrivers.com,,,,Pima County,-110.857898,32.1395,
,International Training Careers,7360 SW 24th Street  Suite 31,Miami,FL,33155,Robert Teich,President,http://itcmiami.edu,,,,Miami-Dade County,-80.314729,25.747963,
,James Albert School of Cosmetology-Costa Mesa,1835 Newport Blvd Ste A200,Costa Mesa,CA,92627-3831,James Albert,President,http://www.jamesalbertschool.com/,http://www.jamesalbertschool.com/pages/infoclasses/admission.htm,http://www.jamesalbertschool.com/pages/financing.htm,,Orange County,-117.918815,33.64122,
,King's University,14800 Sherman Way,Van Nuys,CA,91405-2233,"Paul Chappell, Ph.D.",Executive Vice Pres,http://www.kingsuniversity.edu,,,,Los Angeles County,-118.456867,34.201137,
,Lacy Cosmetology School-Aiken,3084 Whiskey Rd,Aiken,SC,29803,Jay Lacy,Chief Administrator,http://www.lacyschools.com,,,,Aiken County,-81.70139,33.494315,
,Medvance Institute-Baton Rouge,9255 Interline Avenue,Baton Rouge,LA,70809-1908,Duncan Anderson,CEO,http://www.medvance.edu,,,,East Baton Rouge Parish,-91.081387,30.42227,
,My Le's Beauty College,5972 Stockton Blvd,Sacramento,CA,95824-3039,John Thai Tran,CEO/Owner,,,,,Sacramento County,-121.439368,38.518038,
,NAWCC School of Horology,454 Poplar St,Columbia,PA,17512-2122,James O. Michaels,School Director,http://www.horology.edu,http://www.horology.edu/Watch-Program/how-to-apply.html,http://www.horology.edu/Watch-Program/financial-aid.html,http://www.horology.edu/Watch-Program/how-to-apply.html,Lancaster County,-76.503251,40.036818,
,New Concept Massage and Beauty School,2022 SW 1st St,Miami,FL,33135,Maria Vazquez,President,,,,,Miami-Dade County,-80.2283,25.771458,
,New York College of Traditional Chinese Medicine,155 First St,Mineola,NY,11501,James Bare,Administrative Dean,http://www.nyctcm.edu,,,,Nassau County,-73.63856,40.742834,
,Fortis College,560 Wells Road,Orange Park,FL,32073,Wyman Dickey,Campus Director,http://fortis.edu,http://fortis.edu,http://fortis.edu,http://fortis.edu,Clay County,-81.705998,30.185906,
,Northeastern Seminary,2265 Westside Dr,Rochester,NY,14624,Dr. John A. Martin,President,http://www.nes.edu/,http://www.nes.edu/Admissions/,http://www.nes.edu/Financial/Aid,http://www.nes.edu/documents/NES-Application.pdf,Monroe County,-77.796868,43.126748,
,Bryan College-Gold River,2317 Gold Meadow Way,Gold River,CA,95670-4443,John Ledesma,President,http://sacramento.bryancollege.edu,,,,Sacramento County,-121.262954,38.623424,
,Omega Institute of Cosmetology,229 South Hollywood Rd Suite B,Houma,LA,70360-2716,Pricilla Marcel,Owner,,,,,Terrebonne Parish,-90.753407,29.602734,
,Pacific Islands University,172 Kinney's Road,Mangilao,GU,96913,Dr. David Owen,President,http://www.PIU.edu,,,, ,144.802719,13.449165,
,PCI College,17215 Studebaker Rd #310,Cerritos,CA,90703,Ray Khan,Fin. Aid Director,http://www.pci-ed.com,,,,Los Angeles County,-118.099816,33.874512,
,Rosedale Bible College,2270 Rosedale Rd,Irwin,OH,43029,Christopher Jones,Dean of Students,http://www.rosedale.edu,,,,Madison County,-83.456308,40.076933,
,St Francis Career College,"3680 E. Imperial Highway, 5th Floor",Lynwood,CA,90262,Gerald T. Kozai,President,http://www.stfranciscareercollege.edu,,,,Los Angeles County,-118.20145,33.932061,
,Seattle Institute of Oriental Medicine,916 NE 65th St.,Seattle,WA,98115,Paul Karsten,President,http://www.siom.edu,http://www.siom.edu/admissions,http://www.siom.edu/financial-aid,http://www.siom.edu/how-to-apply,King County,-122.318473,47.675894,
,Shawnee Beauty College,410 E Main St,Shawnee,OK,74801,Freda Poe,Owner,,,,,Pottawatomie County,-96.918235,35.327501,
,Acupuncture and Massage College,10506 N Kendall Drive,Miami,FL,33176,Richard Browne,President,http://WWW.AMCOLLEGE.edu,,,,Miami-Dade County,-80.364606,25.686864,
,Southeastern School of Cosmetology,"849 Dennison Ave. SW, Suite 101",Birmingham,AL,35211-3865,Tracy Cunningham,Chief Administrative Officer,http://www.southeasternschoolofcosmetology.com,http://www.southeasternschoolofcosmetology.com,http://www.southeasternschoolofcosmetology.com,,Jefferson County,-86.841604,33.480489,
,Universal Therapeutic Massage Institute,3410 Aztec Rd NE,Albuquerque,NM,87107-4403,Richard Jockisch,School Director,http://www.utmi.com,,,http://www.utmi.com,Bernalillo County,-106.605,35.120153,
,Upper Valley Educators Institute,194 Dartmouth College Highway,Lebanon,NH,03766-1358,Robert L. Fried,Executive Director,http://www.uvei.org,,,,Grafton County,-72.230721,43.637925,
,Keck Graduate Institute,535 Watson Dr,Claremont,CA,91711,Robert W. Caragher,Vice President for Finance and Operations,http://www.kgi.edu,http://www.kgi.edu/x748.xml,http://www.kgi.edu/x2777.xml,http://www.kgi.edu/x3893.xml,Los Angeles County,-117.72267,34.091723,
,Aviation Institute of Maintenance-Atlanta,2025 Satellite Pointe,Duluth,GA,30096,Reggie Baker,School Director,http://www.aviationmaintenance.edu,,,http://www.aviationmaintenance.edu/aviation-atlanta.asp,Gwinnett County,-84.149041,33.948904,
,National Beauty College,354 E I 30 Suite A,Garland,TX,75043,Vonda M. Hutchings,Owner,http://nationalbeautycollege.com,,,,Dallas County,-96.572016,32.849187,
,Star Career Academy-Egg Harbor,"3003 English Creek Avenue, Suite 212",Egg Harbor Township,NJ,8234,Kelly J. Doherty,Executive Director,http://www.starcareeracademy.com,http://www.starcareeracademy.com,http://www.starcareeracademy.com,http://www.starcareeracademy.com/,Atlantic County,-74.609557,39.43224,
,Empire Beauty School-Kennesaw,"425 Ernest Barrett Pkwy,suite H-2",Kennesaw,GA,30144,Michael Bouman,President,http://www.empire.edu,,,,Cobb County,-84.56134,34.0116,
,Anthem Career College-Nashville,560 Royal Parkway,Nashville,TN,37211,Ryan Ball,Campus President,http://www.anthem.edu,,,,Davidson County,-86.671686,36.146763,
,High-Tech Institute-Dallas,4250 N Beltline Road,Irving,TX,75038,Joe Mehlmann,Campus President,http://www.hightechinstitute.edu,,,,Dallas County,-96.991605,32.870358,
,Antioch University-System Administration,150 E South College,Yellow Springs,OH,45387,Thomas A. Faecke,Vice Chancellor and CFO,http://www.antioch.edu,,,,Greene County,-83.890417,39.798576,
,Westwood College-River Oaks,80 River Oaks Ctr-Ste 111,Calumet City,IL,60409,Bruce McKenzie,Executive Director,http://www.westwood.edu,,,,Cook County,-87.528382,41.596843,
,ITT Technical Institute-Green Bay,470 Security Blvd,Green Bay,WI,54313,Michael Kranzusch,Director,http://www.itt-tech.edu,,,,Brown County,-88.102025,44.557309,
,Career Training Academy-Pittsburgh,1500 Shoppes at Northway,Pittsburgh,PA,15237,Carla Ryba,Director,http://www.careerta.edu,http://www.careerta.edu,http://www.careerta.edu,,Allegheny County,-80.02067,40.55036,
,Huntingdon County Career and Technology Center,Vo Tech Dr,Mill Creek,PA,17060,Mary Lou Lebo,Director,http://www.hcctc.org,,,,Huntingdon County,-77.92765,40.43416,
,Missouri College of Cosmetology North,2555 W Kearney,Springfield,MO,65803,Jeffery Stanley,President Rwh Inc.,http://www.missouricosmo.com,,,,Greene County,-93.326773,37.241282,
,Keyskills Learning,50 Mount Prospect Ave,Clifton,NJ,7013,Richard Lore,President,http://www.keyskillslearning.com,,,,Passaic County,-74.153706,40.865095,
,Ivy Tech Community College-Bloomington,200 Daniels Way,Bloomington,IN,47404-9272,John Whikehart,Chancellor,http://www.ivytech.edu/bloomington/,http://www.ivytech.edu/bloomington/admissions/,http://www.ivytech.edu/bloomington/fa/,http://www.ivytech.edu/bloomington/admissions/applynow/index.html,Monroe County,-86.598961,39.164929,
,Midwest University,851 Parr Rd,Wentzville,MO,63385,Dr. James Song,President,http://www.midwest.edu,,,,St. Charles County,-90.831437,38.832938,
,New York Automotive and Diesel Institute,178-18 Liberty Avenue,Jamaica,NY,11433-1433,Michael J Hatten,CEO,http://www.NewYorkADI.com,,,,Queens County,-73.78112,40.70541,
,Remington College-Baton Rouge Campus,10551 Coursey Boulevard,Baton Rouge,LA,70816,Mike Smith,President,http://www.remingtoncollege.edu/baton-rouge-career-college,http://www.remingtoncollege.edu/career-colleges-admissions-process,http://www.remingtoncollege.edu/career-school-financial-aid,,East Baton Rouge Parish,-91.063776,30.417038,
,Everest College-Ontario Metro,1819 South Excise Avenue,Ontario,CA,91761,Richard P. Mallow,President,http://www.everest.edu/campus/ontario_metro,,,,San Bernardino County,-117.577431,34.040567,
,Metropolitan Community College-Blue River,20301 E 78 Hwy,Independence,MO,64057,Joseph Seabrooks,President,http://www.mcckc.edu,http://www.mcckc.edu,http://www.mcckc.edu,http://www.mcckc.edu,Jackson County,-94.33897,39.08264,
,Kaplan College-Beaumont,6115 Eastex Freeway,Beaumont,TX,77706,Robert Montz,Campus President,http://www.kaplancollege.com,,,,Jefferson County,-94.156298,30.125723,
,Kaplan College-Laredo,6410 McPherson,Laredo,TX,78041,Angie Keyes,Executive Director,http://laredo.kaplancollege.com,,,,Webb County,-99.474645,27.55977,
,The Art Institute of Washington,1820 N Fort Myer Dr,Arlington,VA,22209-1802,George Pry,President,http://www.aiw.aii.edu,,,,Arlington County,-77.072393,38.895858,
,Everest Institute-Dearborn,23400 Michigan Ave - Ste 200,Dearborn,MI,48124,Joe Belliotti,School President,http://www.everest.edu/campus/dearborn,,,,Wayne County,-83.26387,42.301797,
,Centura College-Richmond Westend,7001 W. Broad St.,Richmond,VA,23294,Antoinette S. Bennett,Campus Executive Director,http://www.centuracollege.edu,,,http://www.centuracollege.edu/college-campus/richmond-va-campus-westend.asp,Henrico County,-77.518617,37.60883,
,New Saint Andrews College,405 S. Main Street,Moscow,ID,83843,"Roy Alden Atwood, Ph.D.",President,http://nsa.edu,http://nsa.edu/admissions/admissions.php,http://nsa.edu/admissions/financial.php,http://nsa.edu/admissions/applications.php,Latah County,-117.001441,46.731674,
,Arkansas State University-Newport,7648 Victory Blvd,Newport,AR,72112,Larry Williams,Chancellor,http://www.asun.edu,,http://www.asun.edu/FinancialAid/index.htm,https://poise.asun.edu/cc3/adm_app.html,Jackson County,-91.18921,35.639622,
,Marlboro College Graduate School,"28 Vernon Street, Suite #120",Brattleboro,VT,5301,Ellen McCulloch- Lovell,President,http://gradschool.marlboro.edu/,http://gradschool.marlboro.edu/admissions/,http://gradschool.marlboro.edu/admissions/financial_aid,http://gradschool.marlboro.edu/admissions/application/,Windham County,-72.556582,42.85017,
,University of Phoenix-Boston Campus,19 Granite Street Ste 300,Braintree,MA,02184-1744,"William Pepicello, PhD",President,http://www.phoenix.edu,,http://faw.phoenix.edu,http://myapply.phoenix.edu,Norfolk County,-71.031782,42.22705,
,University of Phoenix-Dallas Campus,12400 Coit Rd Ste 200,Dallas,TX,75251-2004,"William Pepicello, PhD",President,http://www.phoenix.edu,,http://faw.phoenix.edu,http://myapply.phoenix.edu,Dallas County,-96.769119,32.916624,
,University of Phoenix-Houston Campus,11451 Katy Fwy,Houston,TX,77079-2004,"William Pepicello, PhD",President,http://www.phoenix.edu,,http://faw.phoenix.edu,http://myapply.phoenix.edu,Harris County,-95.585162,29.784171,
,University of Phoenix-Milwaukee Campus,20075 Watertower Blvd,Brookfield,WI,53045-3573,"William Pepicello, PhD",President,http://www.phoenix.edu,,http://faw.phoenix.edu,http://myapply.phoenix.edu,Waukesha County,-88.162948,43.031708,
,University of Phoenix-Idaho Campus,"3080 Gentry Way, Suite 150",Meridian,ID,83642-5114,"William Pepicello, PhD",President,http://www.phoenix.edu,,http://faw.phoenix.edu,http://myapply.phoenix.edu,Ada County,-116.356785,43.597941,
,Westwood College-Inland Empire,20 W 7th St,Upland,CA,91786-7148,Tina Miller,Campus President,http://WWW.WESTWOOD.EDU,http://www.westwood.edu,http://www.westwood.edu,http://www.westwood.edu,San Bernardino County,-117.651894,34.088841,
,DeVry University-Virginia,2450 Crystal Drive,Arlington,VA,22202-3843,Loretta Franklin,Metro President,http://www.devry.edu,,,,Arlington County,-77.049835,38.852383,
,DeVry University-Washington,3600 S 344th Way,Federal Way,WA,98001-9558,David Stewart,Metro President,http://www.devry.edu,,,,King County,-122.289632,47.293091,
,DeVry University-Colorado,1870 West 122nd Avenue,Westminster,CO,80234-2010,James Caldwell,Metro President,http://www.devry.edu,,,,Adams County,-105.00791,39.919281,
,Louisiana Delta Community College-Monroe Campus,7500 Millhaven Road,Monroe,LA,71203-9006,"Luke Robins, Ph.D.",Chancellor,http://www.ladelta.edu,http://www.ladelta.edu/futu_stud/admissions.asp,http://www.ladelta.edu/curr_stud/financial_aid_index.asp,http://www.ladelta.edu/futu_stud/download_files/application_for_admission.pdf,Ouachita Parish,-92.024851,32.497593,
,ITT Technical Institute-Bensalem,3330 Tillman Dr,Bensalem,PA,19020-2030,Ray Joll,Director,http://www.itt-tech.edu,,,,Bucks County,-74.961189,40.11335,
,Atenas College,Paseo de La Atenas  #101,Manati,PR,674,Maria L. Hernandez,Executive Director,,,,,Manat�_ Municipio,-66.484542,18.430618,
,Southwest Skill Center-Campus of Estrella Mountain Community College,3000 N Dysart Rd,Avondale,AZ,85323,"Thomas Cotner, Interim Director",Interim Director,,,,,Maricopa County,-112.341089,33.480161,
,Onondaga Cortland Madison BOCES,4500 Crown Rd,Liverpool,NY,13090,Dr. Jessica Cohen,District Superintendent,http://ocmboces.org,,,,Onondaga County,-76.20493,43.117227,
,National American University-Ellsworth AFB Extension,1000 Ellsworth Street  Suite 2400-B,Ellsworth AFB,SD,57706,Dr Jerry Gallentine,University President,http://www.national.edu,,,,Meade County,-103.080918,44.148364,
,National American University-Rio Rancho,"1601 Rio Rancho, Suite 200, Highway 528 & Sara Road",Rio Rancho,NM,87124-1903,Dr Jerry Gallentine,University President,http://www.national.edu,,,,Sandoval County,-106.65952,35.23097,
,National American University-Brooklyn Center,"6120 Earle Brown Drive, Suite 100",Brooklyn Center,MN,55430-4100,Dr. Jerry Gallentine,University President,http://www.national.edu,,,,Hennepin County,-93.302197,45.066548,
,Interactive Learning Systems-Pasadena,213 W Southmore St    Suite 101,Pasadena,TX,77502,Elmer R. Smith,President,http://www.ict-ils.edu,http://www.ict-ils.edu/admissions,http://www.ict-ils.edu/financial-aid,,Harris County,-95.213603,29.690781,
,Somerset Christian College,10 College Way,Zarephath,NJ,08890-9035,David E. Schroeder,President,http://www.somerset.edu,,,,Somerset County,-74.57737,40.53722,
,Miami Ad School-Minneapolis,"25 North 4th Street , Suite 201",Minneapolis,MN,55401,Pippa Seichrist,President,http://www.miamiadschool.com,http://www.miamiadschool.com,http://www.miamiadschool.com,http://www.miamiadschool.com,Hennepin County,-93.272247,44.981031,
,Miami Ad School-San Francisco,415 Jackson Street,San Francisco,CA,94111,Pippa Seichrist,President,http://www.miamiadschool.com,http://www.miamiadschool.com,http://www.miamiadschool.com,http://www.miamiadschool.com,San Francisco County,-122.402029,37.796561,
,Oregon State University-Cascades Campus,2600 NW College Way Cascades Hall,Bend,OR,97701,Becky Johnson,Vice President in Charge of Cascades Campus,http://www.osucascades.edu,,,,Deschutes County,-121.348869,44.074876,
,Milan Institute-Boise,8590 W Fairview Ave.,Boise,ID,83704-8320,Gary Yasuda,President,http://www.milaninstitute.edu,http://www.milaninstitute.edu,http://www.milaninstitute.edu,http://www.milaninstitute.edu,Ada County,-116.288481,43.619457,
,Milan Institute-Amarillo,7001 I-40 West,Amarillo,TX,79106,Gary Yasuda,President,http://www.milaninstitute.edu,http://www.milaninstitute.edu,http://www.milaninstitute.edu,http://www.milaninstitute.edu,Potter County,-101.913351,35.187111,
,Vatterott Career College-Memphis Dividend Drive,2655 Dividend Drive,Memphis,TN,38132,Christopher Coleman,Campus Director,http://www.vatterott-college.edu/memphis_dividend.asp,,,,Shelby County,-90.006052,35.072356,
,Vatterott College-Tulsa,"4343 S. 118th E. Ave, Suite A",Tulsa,OK,74146,Traci Horton,Director,http://www.vatterott-college.edu,,,,Tulsa County,-95.845286,36.099828,
,Vatterott College-Wichita,8853 E. 37th Street N.,Wichita,KS,67226,Diana Otis,Director,http://vatterott-college.edu,,,,Sedgwick County,-97.235188,37.752255,
,Star Career Academy-Newark,550 Broad Street 3rd Floor,Newark,NJ,7102,Cory Hughes,Executive Director,http://www.starcareeracademy.com,http://www.starcareeracademy.com,http://www.starcareeracademy.com,http://www.starcareeracademy.com,Essex County,-74.169215,40.742512,
,Southern University Law Center, ,Baton Rouge,LA,70813,"Freddie Pitcher, Jr.",Chancellor,,,,,East Baton Rouge Parish,-91.190411,30.524655,
,International Academy of Design and Technology-Orlando,6039 South Rio Grande Avenue,Orlando,FL,32809,Ian Gill,President,http://www.iadt.edu,,,,Orange County,-81.400692,28.469281,
,Lincoln Technical Institute-Lowell,211 Plain St,Lowell,MA,1852,Michelle McCarthy,Executive Director,http://www.lincolntech.com,,,,Middlesex County,-71.317696,42.624564,
,Everest College-Vancouver Massage Therapy,120 NE 136th Ave- Ste 220,Vancouver,WA,98684,Brad Kuchenruether,Campus President,http://www.everest.edu/campus/vancouver_massage_therapy_,,,,Clark County,-122.5353,45.62093,
,Texas Barber Colleges and Hairstyling Schools,9275 Richmond Ave #180,Houston,TX,77063,Bradley David Bundy,President,http://www.txbarber.com,,,,Harris County,-95.527882,29.728916,
,Everest Institute-Hobby,7151 Office City Dr,Houston,TX,77087,Sheila Grover,School President,http://www.everest.edu/campus/houston_hobby,,,,Harris County,-95.290846,29.700508,
,Miller-Motte Technical College-North Charleston,8085 Rivers Ave-Ste E,North Charleston,SC,29406,Elaine Cue,Campus Director,http://miller-motte.com,,,,Charleston County,-80.042472,32.953733,
,American Career College-Anaheim,1200 N. Magnolia Ave.,Anaheim,CA,92801-0000,David A. Pyle,President/CEO,http://americancareercollege.edu/,,,,Orange County,-117.976088,33.849871,
,Saginaw Chippewa Tribal College,2274 Enterprise Dr,Mount Pleasant,MI,48858,Betty Redleaf-Collett,President,http://www.sagchip.edu,http://www.sagchip.edu,http://www.sagchip.edu,http://www.sagchip.edu,Isabella County,-84.731287,43.609942,
,Wyo Tech-Blairsville,500 Innovation Drive,Blairsville,PA,15717-1301,Arthur Herman,President,http://www.wyotech.edu/campus/blairsville,,,,Indiana County,-79.229288,40.448647,
,Richmont Graduate University,1815 McCallie Ave,Chattanooga,TN,37404,Dr. C.Jeffrey Terrell,President,http://www.richmont.edu,,,http://www.richmont.edu,Hamilton County,-85.275099,35.036056,
,Mars Hill Graduate School,2501 Elliott Avenue,Seattle,WA,98121,Kristen Houston,Registrar & Director of Academic Services,http://www.mhgs.edu,http://www.mhgs.edu/prospective-students/admissions,,,King County,-122.350552,47.613334,
,Northwest College of Hair Design,"1049 SW Baseline Rd, Suite 500, Building E",Hillsboro,OR,97123,Tim Graves,Director of Financial Aid/Compliance,,,,,Washington County,-123.001257,45.519969,
,San Diego State University-Imperial Valley Campus,720 Heber Ave,Calexico,CA,92231,Stephen Roeder,"Dean, Administration",http://www.ivcampus.sdsu.edu,,,,Imperial County,-115.493474,32.672174,
,American Broadcasting School-Arlington,712 N Watson Road,Arlington,TX,76011,Staci Cockrell,CEO,http://radioschool.com,,,,Tarrant County,-97.062664,32.753471,
,Miami-Jacobs Career College-Sharonville,"Two Crowne Point Court, Suite 100",Sharonville,OH,45241,Faith Mitchell,Campus Director,http://www.miamijacobs.edu,http://www.miamijacobs.edu,,,Hamilton County,-84.43904,39.26566,
,East Valley Institute of Technology,1601 W Main St,Mesa,AZ,85201,Dr. Sally E. Downey,Superintendent,http://www.evit.com,,,,Maricopa County,-111.865465,33.414755,
,West Coast Ultrasound Institute,291 S La Cienega Blvd Ste 500,Beverly Hills,CA,90211,Myra Chason,Campus Director,http://WCUI.edu,,,,Los Angeles County,-118.376139,34.063043,
,Irell and Manella Graduate School of Biological Sciences,1500 E. Duarte Rd.,Duarte,CA,91010-3000,"Queenie Du, MBA",Registrar / Business Manager,http://gradschool.coh.org,http://www.cityofhope.org/education/grad-school/Pages/application-admissions.aspx,,https://apply.gradschool.cityofhope.org/oas/,Los Angeles County,-117.971675,34.13217,
,Design's School of Cosmetology,715 24th St Ste E,Paso Robles,CA,93446,Sharon Skinner,Administrator,http://designsschool.com,http://www.designsschool.edu,http://www.designsschool.edu,http://www.designsschool.edu,San Luis Obispo County,-120.692239,35.63923,
,Paul Mitchell the School-Santa Barbara,525 Anacapa St,Santa Barbara,CA,93101,Laura Funckhouser,Director,,,,,Santa Barbara County,-119.695201,34.418547,
,University of the Rockies,555 E Pikes Peak Ave #108,Colorado Springs,CO,80903-3612,Dr. Charlita Shelton,President,http://www.rockies.edu,,,,El Paso County,-104.815144,38.833161,
,Eli Whitney Technical High School,71 Jones Rd,Hamden,CT,6514,Patricia A. Ciccone,Superintendent,,,,,New Haven County,-72.94363,41.343185,
,Vinal Technical High School,60 Daniels St,Middletown,CT,6457,Patricia A. Ciccone,Superintendent,,,,,Middlesex County,-72.674354,41.527432,
,Oliver Wolcott Regional Vocational Technical Sch,75 Oliver St,Torrington,CT,6790, , ,,,,,Litchfield County,-73.111449,41.810163,
,Windham Technical High School,210 Birch St,Willimantic,CT,6226,Patricia A. Ciccone,Superintendent,,,,,Windham County,-72.22089,41.719228,
,Harris School of Business-Wilmington Campus,"1413 Foulk Road, Suite 100",Wilmington,DE,19803,Ella Cain,School Director,,,,,New Castle County,-75.522804,39.800203,
,Ultimate Medical Academy,1218 Court St Ste C,Clearwater,FL,33756,Steve Kemler,Chief Executive Officer,http://www.studymedical.com,http://www.studymedical.com,http://www.studymedical.com,,Pinellas County,-82.785496,27.960937,
,Florida Barber Academy,3269 North Federal Highway,Pompano Beach,FL,33064,Jackie Lombardi,Director,,,,,Broward County,-80.098131,26.271491,
,Angley College,1700 S. Woodland Blvd.,Deland,FL,32720,Joseph T. Angley,Owner,http://www.angley.edu,http://www.angley.edu,http://www.angley.edu,http://angley.edu,Volusia County,-81.30266,28.998286,
,Jacksonville Beauty Institute,5045 Soutel Dr Ste 80,Jacksonville,FL,32208,Misty Craig,Director,http://www.jacksonvillebeautyinstitute.com,,,,Duval County,-81.725868,30.397448,
,M-DCPS The English Center,3501 SW 28 St.,Miami,FL,33133-2703,Dr. Dulce Maria De Villa,Principal,http://www.tecmiami.com,http://www.tecmiami.com,http://www.tecmiami.com,,Miami-Dade County,-80.251606,25.73885,
,Florida Education Institute,5818 SW 8th St,Miami,FL,33144,Ramon Valenti,President,,,,,Miami-Dade County,-80.290673,25.763384,
,Superior Career Institute,3714 W Oakland Park Blvd,Lauderdale Lakes,FL,33311,Christian de Vera,Financial Aid Director,http://www.ishb.edu,,,,Broward County,-80.198927,26.165149,
,Florida Institute of Animal Arts,3776 Howell Branch Road,Winter Park,FL,32792,Laura Lundberg,CEO,http://fifi-inc.com,,,,Seminole County,-81.300156,28.624017,
,Powder Springs Beauty College,4114 Austell-Powder Springs Rd,Powder Springs,GA,30127,Janet Tedford,CEO,,,,,Cobb County,-84.669702,33.854325,
,National Graduate School of Quality Management,186 Jones Road,Falmouth,MA,02540-2958,Lisa G. Melchiorri,Director of Financial Aid,http://www.ngs.edu,http://www.ngs.edu/html/applicants.htm,http://www.ngs.edu/html/financial_aid.htm,http://www.ngs.edu/html/apply_online.htm,Barnstable County,-70.612861,41.561745,
,Texas County Technical Institute,6915 S Hwy 63,Houston,MO,65483,Charlotte Gray,Administrator/Presid,http://www.texascountytech.edu,,,,Texas County,-91.96477,37.29941,
,Aviation Institute of Maintenance-Kansas City,4100 Raytown Road,Kansas City,MO,64129,David Meierotto,Executive Director,http://www.aviationmaintenance.edu,,,http://www.aviationmaintenance.edu/aviation-kansascity.asp,Jackson County,-94.497422,39.050309,
,Blue Cliff College-Gulfport,12251 Bernard Pkwy,Gulfport,MS,39503,Sharon L. Ansley,Director,http://bluecliffcollege.com,http://bluecliffcollege.com/admissions.shtml,http://bluecliffcollege.com/financialaid.shtml,http://bluecliffcollege.com/contact.shtml,Harrison County,-89.036742,30.442931,
,Apex School of Theology,2945 South Miami Blvd Ste 114,Durham,NC,27703,Dr. Joseph E. Perkins,President,http://www.apexsot.edu,,,,Durham County,-78.846339,35.924674,
,Institute for Therapeutic Massage,"1069 Ringwood Avenue, Suite 315",Haskell,NJ,7420,Valerie Donahue,Director,http://www.massageprogram.com,,,http://massageprogram.com,Passaic County,-74.296664,41.029348,
,Cortiva Institute-Somerset School of Massage Therapy,180 Centennial Avenue,Piscataway,NJ,8854,Michele Garbowski,Director,http://www.cortiva.com,,,http://cortiva.com,Middlesex County,-74.496619,40.543183,
,Metropolitan Learning Institute,97-45 Queens Blvd Ste 401,Rego Park,NY,11374-2113,"Boris Davidoff, PhD",President/Director,http://www.gettraining.org,,,,Queens County,-73.85947,40.72959,
,Anthem Institute-Manhattan,498 Seventh Avenue  17th Floor,New York,NY,10018,Dorothy Finkel-Laverty,Campus President,http://www.anthem.edu,,,,New York County,-73.989456,40.752618,
,Orleans Niagara BOCES-Practical Nursing Program,3181 Saunders Settlement Rd,Sanborn,NY,14132,Dr.Clark Godshall,Superintendent,http://www.ONBOCES.org,,,,Niagara County,-78.867709,43.143105,
,Yeshiva Shaarei Torah of Rockland,91 W Carlton Rd,Suffern,NY,10901,Rabbi Mordechai Wolmark,Dean,,,,,Rockland County,-74.090699,41.124362,
,Leon Studio One School of Hair Design,5221 Main St,Williamsville,NY,14221,Mark Custard,Administrative Direc,http://www.leonstudioone.com,,,,Erie County,-78.758175,42.960644,
,St Joseph's Medical Center School of Radiography,127 S Broadway,Yonkers,NY,10701,John Ohnmacht,Financial Aid Officer,,,,,Westchester County,-73.896511,40.928908,
,American Institute of Alternative Medicine,6685 Doubletree Ave,Columbus,OH,43229,Linda Fleming-Willis,Director of Administration,http://www.aiam.edu,,,,Franklin County,-82.988026,40.102776,
,Brown Aveda Institute-Mentor,8816 Mentor Ave,Mentor,OH,44060,Edward Brown,CFO,http://WWW.BROWNAVEDA.COM,,,,Lake County,-81.325148,41.673424,
